ID,Hand,Force,Hemisphere,ROI,value
0001,Left_Hand,40,LH,Cereb_V_VI,1
0001,Left_Hand,40,LH,PMC,69
0001,Left_Hand,40,LH,SMA,5
0001,Left_Hand,40,LH,insula,0
0001,Left_Hand,40,RH,Cereb_V_VI,19
0001,Left_Hand,40,RH,PMC,42
0001,Left_Hand,40,RH,SMA,9
0001,Left_Hand,40,RH,insula,21
0001,Left_Hand,60,LH,Cereb_V_VI,6
0001,Left_Hand,60,LH,PMC,118
0001,Left_Hand,60,LH,SMA,13
0001,Left_Hand,60,LH,insula,1
0001,Left_Hand,60,RH,Cereb_V_VI,18
0001,Left_Hand,60,RH,PMC,119
0001,Left_Hand,60,RH,SMA,20
0001,Left_Hand,60,RH,insula,13
0001,Right_Hand,40,LH,Cereb_V_VI,5
0001,Right_Hand,40,LH,PMC,56
0001,Right_Hand,40,LH,SMA,34
0001,Right_Hand,40,LH,insula,2
0001,Right_Hand,40,RH,Cereb_V_VI,20
0001,Right_Hand,40,RH,PMC,174
0001,Right_Hand,40,RH,SMA,3
0001,Right_Hand,40,RH,insula,8
0001,Right_Hand,60,LH,Cereb_V_VI,0
0001,Right_Hand,60,LH,PMC,210
0001,Right_Hand,60,LH,SMA,49
0001,Right_Hand,60,LH,insula,4
0001,Right_Hand,60,RH,Cereb_V_VI,38
0001,Right_Hand,60,RH,PMC,187
0001,Right_Hand,60,RH,SMA,2
0001,Right_Hand,60,RH,insula,33
0027,Left_Hand,40,LH,Cereb_V_VI,14
0027,Left_Hand,40,LH,PMC,86
0027,Left_Hand,40,LH,SMA,5
0027,Left_Hand,40,LH,insula,17
0027,Left_Hand,40,RH,Cereb_V_VI,21
0027,Left_Hand,40,RH,PMC,300
0027,Left_Hand,40,RH,SMA,10
0027,Left_Hand,40,RH,insula,0
0027,Left_Hand,60,LH,Cereb_V_VI,38
0027,Left_Hand,60,LH,PMC,149
0027,Left_Hand,60,LH,SMA,16
0027,Left_Hand,60,LH,insula,17
0027,Left_Hand,60,RH,Cereb_V_VI,29
0027,Left_Hand,60,RH,PMC,314
0027,Left_Hand,60,RH,SMA,24
0027,Left_Hand,60,RH,insula,2
0027,Right_Hand,40,LH,Cereb_V_VI,6
0027,Right_Hand,40,LH,PMC,458
0027,Right_Hand,40,LH,SMA,24
0027,Right_Hand,40,LH,insula,30
