ID,Hand,Force,Hemisphere,ROI,value
0001,Left_Hand,40,LH,Cereb_V_VI,8
0001,Left_Hand,40,LH,PMC,89
0001,Left_Hand,40,LH,SMA,10
0001,Left_Hand,40,LH,insula,2
0001,Left_Hand,40,RH,Cereb_V_VI,11
0001,Left_Hand,40,RH,PMC,159
0001,Left_Hand,40,RH,SMA,38
0001,Left_Hand,40,RH,insula,4
0001,Left_Hand,60,LH,Cereb_V_VI,35
0001,Left_Hand,60,LH,PMC,61
0001,Left_Hand,60,LH,SMA,18
0001,Left_Hand,60,LH,insula,7
0001,Left_Hand,60,RH,Cereb_V_VI,3
0001,Left_Hand,60,RH,PMC,217
0001,Left_Hand,60,RH,SMA,25
0001,Left_Hand,60,RH,insula,13
0001,Right_Hand,40,LH,Cereb_V_VI,4
0001,Right_Hand,40,LH,PMC,122
0001,Right_Hand,40,LH,SMA,28
0001,Right_Hand,40,LH,insula,11
0001,Right_Hand,40,RH,Cereb_V_VI,16
0001,Right_Hand,40,RH,PMC,146
0001,Right_Hand,40,RH,SMA,3
0001,Right_Hand,40,RH,insula,52
0001,Right_Hand,60,LH,Cereb_V_VI,5
0001,Right_Hand,60,LH,PMC,139
0001,Right_Hand,60,LH,SMA,34
0001,Right_Hand,60,LH,insula,14
0001,Right_Hand,60,RH,Cereb_V_VI,45
0001,Right_Hand,60,RH,PMC,209
0001,Right_Hand,60,RH,SMA,10
0001,Right_Hand,60,RH,insula,37
0002,Left_Hand,40,LH,Cereb_V_VI,3
0002,Left_Hand,40,LH,PMC,17
0002,Left_Hand,40,LH,SMA,0
0002,Left_Hand,40,LH,insula,0
0002,Left_Hand,40,RH,Cereb_V_VI,2
0002,Left_Hand,40,RH,PMC,80
0002,Left_Hand,40,RH,SMA,0
0002,Left_Hand,40,RH,insula,0
0002,Left_Hand,60,LH,Cereb_V_VI,25
0002,Left_Hand,60,LH,PMC,70
0002,Left_Hand,60,LH,SMA,0
0002,Left_Hand,60,LH,insula,0
0002,Left_Hand,60,RH,Cereb_V_VI,2
0002,Left_Hand,60,RH,PMC,116
0002,Left_Hand,60,RH,SMA,1
0002,Left_Hand,60,RH,insula,13
0002,Right_Hand,40,LH,Cereb_V_VI,10
0002,Right_Hand,40,LH,PMC,130
0002,Right_Hand,40,LH,SMA,5
0002,Right_Hand,40,LH,insula,1
0002,Right_Hand,40,RH,Cereb_V_VI,16
0002,Right_Hand,40,RH,PMC,72
0002,Right_Hand,40,RH,SMA,0
0002,Right_Hand,40,RH,insula,10
0002,Right_Hand,60,LH,Cereb_V_VI,5
0002,Right_Hand,60,LH,PMC,267
0002,Right_Hand,60,LH,SMA,3
0002,Right_Hand,60,LH,insula,11
0002,Right_Hand,60,RH,Cereb_V_VI,55
0002,Right_Hand,60,RH,PMC,96
0002,Right_Hand,60,RH,SMA,4
0002,Right_Hand,60,RH,insula,21
0003,Left_Hand,40,LH,Cereb_V_VI,11
0003,Left_Hand,40,LH,PMC,50
0003,Left_Hand,40,LH,SMA,14
0003,Left_Hand,40,LH,insula,9
0003,Left_Hand,40,RH,Cereb_V_VI,4
0003,Left_Hand,40,RH,PMC,172
0003,Left_Hand,40,RH,SMA,8
0003,Left_Hand,40,RH,insula,0
0003,Left_Hand,60,LH,Cereb_V_VI,29
0003,Left_Hand,60,LH,PMC,34
0003,Left_Hand,60,LH,SMA,9
0003,Left_Hand,60,LH,insula,7
0003,Left_Hand,60,RH,Cereb_V_VI,6
0003,Left_Hand,60,RH,PMC,147
0003,Left_Hand,60,RH,SMA,18
0003,Left_Hand,60,RH,insula,3
0003,Right_Hand,40,LH,Cereb_V_VI,0
0003,Right_Hand,40,LH,PMC,19
0003,Right_Hand,40,LH,SMA,1
0003,Right_Hand,40,LH,insula,5
0003,Right_Hand,40,RH,Cereb_V_VI,4
0003,Right_Hand,40,RH,PMC,29
0003,Right_Hand,40,RH,SMA,0
0003,Right_Hand,40,RH,insula,0
0003,Right_Hand,60,LH,Cereb_V_VI,0
0003,Right_Hand,60,LH,PMC,58
0003,Right_Hand,60,LH,SMA,0
0003,Right_Hand,60,LH,insula,1
0003,Right_Hand,60,RH,Cereb_V_VI,10
0003,Right_Hand,60,RH,PMC,12
0003,Right_Hand,60,RH,SMA,4
0003,Right_Hand,60,RH,insula,0
0004,Left_Hand,40,LH,Cereb_V_VI,31
0004,Left_Hand,40,LH,PMC,114
0004,Left_Hand,40,LH,SMA,47
0004,Left_Hand,40,LH,insula,24
0004,Left_Hand,40,RH,Cereb_V_VI,2
0004,Left_Hand,40,RH,PMC,259
0004,Left_Hand,40,RH,SMA,19
0004,Left_Hand,40,RH,insula,9
0004,Left_Hand,60,LH,Cereb_V_VI,43
0004,Left_Hand,60,LH,PMC,59
0004,Left_Hand,60,LH,SMA,34
0004,Left_Hand,60,LH,insula,16
0004,Left_Hand,60,RH,Cereb_V_VI,0
0004,Left_Hand,60,RH,PMC,283
0004,Left_Hand,60,RH,SMA,15
0004,Left_Hand,60,RH,insula,5
0004,Right_Hand,40,LH,Cereb_V_VI,4
0004,Right_Hand,40,LH,PMC,278
0004,Right_Hand,40,LH,SMA,33
0004,Right_Hand,40,LH,insula,22
0004,Right_Hand,40,RH,Cereb_V_VI,32
