ID,Hand,Force,Hemisphere,ROI,value
0001,Right_Hand,40,LH,Cereb_V_VI,-1.343452
0001,Right_Hand,40,LH,insula,1.3002556
0001,Right_Hand,40,LH,PMC,1.9891054
0001,Right_Hand,40,LH,SMA,2.0888774
0001,Right_Hand,40,RH,Cereb_V_VI,0.7175222
0001,Right_Hand,40,RH,insula,-2.1704098
0001,Right_Hand,40,RH,PMC,-3.7142634
0001,Right_Hand,40,RH,SMA,0.3242854
0002,Right_Hand,40,LH,Cereb_V_VI,-0.040001
0002,Right_Hand,40,LH,insula,-0.3301956
0002,Right_Hand,40,LH,PMC,2.7557118
0002,Right_Hand,40,LH,SMA,0.1898082
0002,Right_Hand,40,RH,Cereb_V_VI,0.3533804
0002,Right_Hand,40,RH,insula,-0.1660618
0002,Right_Hand,40,RH,PMC,-0.4682224
0002,Right_Hand,40,RH,SMA,-0.0642194
0003,Right_Hand,40,LH,Cereb_V_VI,-0.5965606
0003,Right_Hand,40,LH,insula,1.2448252
0003,Right_Hand,40,LH,PMC,3.1829162
0003,Right_Hand,40,LH,SMA,1.029645
0003,Right_Hand,40,RH,Cereb_V_VI,0.8538468
0003,Right_Hand,40,RH,insula,0.56528
0003,Right_Hand,40,RH,PMC,0.799496
0003,Right_Hand,40,RH,SMA,0.9385082
0004,Right_Hand,40,LH,Cereb_V_VI,0.2105618
0004,Right_Hand,40,LH,insula,1.1490054
0004,Right_Hand,40,LH,PMC,3.0675486
0004,Right_Hand,40,LH,SMA,1.0154948
0004,Right_Hand,40,RH,Cereb_V_VI,1.4091938
0004,Right_Hand,40,RH,insula,0.7226146
0004,Right_Hand,40,RH,PMC,-0.79912
0004,Right_Hand,40,RH,SMA,0.2953944
0005,Right_Hand,40,LH,Cereb_V_VI,-0.7842046
0005,Right_Hand,40,LH,insula,1.6258032
0005,Right_Hand,40,LH,PMC,3.8017282
0005,Right_Hand,40,LH,SMA,2.7482192
0005,Right_Hand,40,RH,Cereb_V_VI,0.1605074
0005,Right_Hand,40,RH,insula,1.7413298
0005,Right_Hand,40,RH,PMC,1.9281916
0005,Right_Hand,40,RH,SMA,2.335959
0006,Right_Hand,40,LH,Cereb_V_VI,0.1392692
0006,Right_Hand,40,LH,insula,0.6841408
0006,Right_Hand,40,LH,PMC,2.83798
0006,Right_Hand,40,LH,SMA,1.884322
0006,Right_Hand,40,RH,Cereb_V_VI,1.762599
0006,Right_Hand,40,RH,insula,-1.023439
0006,Right_Hand,40,RH,PMC,-1.2034204
0006,Right_Hand,40,RH,SMA,-0.4387242
0007,Right_Hand,40,LH,Cereb_V_VI,0.5102776
0007,Right_Hand,40,LH,insula,2.4713984
0007,Right_Hand,40,LH,PMC,4.6561374
0007,Right_Hand,40,LH,SMA,1.9557686
0007,Right_Hand,40,RH,Cereb_V_VI,1.1243102
0007,Right_Hand,40,RH,insula,2.0467302
0007,Right_Hand,40,RH,PMC,2.5036018
0007,Right_Hand,40,RH,SMA,1.7768002
0008,Right_Hand,40,LH,Cereb_V_VI,-0.1135898
0008,Right_Hand,40,LH,insula,-0.0182689999999999
0008,Right_Hand,40,LH,PMC,1.3693068
0008,Right_Hand,40,LH,SMA,0.8373228
0008,Right_Hand,40,RH,Cereb_V_VI,0.9138908
0008,Right_Hand,40,RH,insula,-1.7606588
0008,Right_Hand,40,RH,PMC,-0.1370186
0008,Right_Hand,40,RH,SMA,-0.1371252
0009,Right_Hand,40,LH,Cereb_V_VI,-1.62437
0009,Right_Hand,40,LH,insula,0.9078102
0009,Right_Hand,40,LH,PMC,0.3706412
0009,Right_Hand,40,LH,SMA,0.1003638
0009,Right_Hand,40,RH,Cereb_V_VI,-0.4085382
0009,Right_Hand,40,RH,insula,-0.085554
0009,Right_Hand,40,RH,PMC,-0.6031082
0009,Right_Hand,40,RH,SMA,0.3148578
0010,Right_Hand,40,LH,Cereb_V_VI,0.6378634
0010,Right_Hand,40,LH,insula,1.6938276
0010,Right_Hand,40,LH,PMC,3.3858374
0010,Right_Hand,40,LH,SMA,1.3582714
0010,Right_Hand,40,RH,Cereb_V_VI,1.2290368
0010,Right_Hand,40,RH,insula,1.8748654
0010,Right_Hand,40,RH,PMC,1.617936
0010,Right_Hand,40,RH,SMA,1.1323582
0011,Right_Hand,40,LH,Cereb_V_VI,0.173512
0011,Right_Hand,40,LH,insula,0.315717
0011,Right_Hand,40,LH,PMC,0.6560178
0011,Right_Hand,40,LH,SMA,0.1864434
0011,Right_Hand,40,RH,Cereb_V_VI,0.2854812
0011,Right_Hand,40,RH,insula,-0.3421846
0011,Right_Hand,40,RH,PMC,-0.1397924
0011,Right_Hand,40,RH,SMA,-0.2672628
0012,Right_Hand,40,LH,Cereb_V_VI,0.3214308
0012,Right_Hand,40,LH,insula,0.595631
0012,Right_Hand,40,LH,PMC,2.47061
0012,Right_Hand,40,LH,SMA,1.9566894
0012,Right_Hand,40,RH,Cereb_V_VI,1.1735068
0012,Right_Hand,40,RH,insula,0.1466802
0012,Right_Hand,40,RH,PMC,0.0274186
0012,Right_Hand,40,RH,SMA,1.0341104
0013,Right_Hand,40,LH,Cereb_V_VI,0.0737114
0013,Right_Hand,40,LH,insula,0.8795182
0013,Right_Hand,40,LH,PMC,1.6931638
0013,Right_Hand,40,LH,SMA,0.9220756
0013,Right_Hand,40,RH,Cereb_V_VI,0.1242722
0013,Right_Hand,40,RH,insula,0.7075384
0013,Right_Hand,40,RH,PMC,0.9486746
0013,Right_Hand,40,RH,SMA,0.717692
0015,Right_Hand,40,LH,Cereb_V_VI,-0.0613152
