ID,Hand,Force,Hemisphere,ROI,value
0001,Left_Hand,40,LH,Cereb_V_VI,-0.0631208
0001,Left_Hand,40,LH,PMC,-1.7566836
0001,Left_Hand,40,LH,SMA,0.0471644
0001,Left_Hand,40,LH,insula,-0.2814756
0001,Left_Hand,40,RH,Cereb_V_VI,-1.3008274
0001,Left_Hand,40,RH,PMC,3.0342312
0001,Left_Hand,40,RH,SMA,1.5663958
0001,Left_Hand,40,RH,insula,0.7980906
0001,Left_Hand,60,LH,Cereb_V_VI,0.3369534
0001,Left_Hand,60,LH,PMC,-1.5607978
0001,Left_Hand,60,LH,SMA,0.3701462
0001,Left_Hand,60,LH,insula,0.1555562
0001,Left_Hand,60,RH,Cereb_V_VI,-1.1077098
0001,Left_Hand,60,RH,PMC,3.4139046
0001,Left_Hand,60,RH,SMA,1.534776
0001,Left_Hand,60,RH,insula,1.2469564
0001,Right_Hand,40,LH,Cereb_V_VI,-1.2592058
0001,Right_Hand,40,LH,PMC,1.8427634
0001,Right_Hand,40,LH,SMA,1.8829422
0001,Right_Hand,40,LH,insula,1.0255092
0001,Right_Hand,40,RH,Cereb_V_VI,0.6463442
0001,Right_Hand,40,RH,PMC,-3.4088
0001,Right_Hand,40,RH,SMA,0.4326852
0001,Right_Hand,40,RH,insula,-1.7986808
0001,Right_Hand,60,LH,Cereb_V_VI,-0.8687432
0001,Right_Hand,60,LH,PMC,1.9709886
0001,Right_Hand,60,LH,SMA,1.601676
0001,Right_Hand,60,LH,insula,1.427981
0001,Right_Hand,60,RH,Cereb_V_VI,1.0294474
0001,Right_Hand,60,RH,PMC,-3.1673996
0001,Right_Hand,60,RH,SMA,0.7755182
0001,Right_Hand,60,RH,insula,-1.813275
0002,Left_Hand,40,LH,Cereb_V_VI,0.2460276
0002,Left_Hand,40,LH,PMC,-0.8512638
0002,Left_Hand,40,LH,SMA,-1.0634562
0002,Left_Hand,40,LH,insula,-0.241114
0002,Left_Hand,40,RH,Cereb_V_VI,-0.5658528
0002,Left_Hand,40,RH,PMC,0.7403034
0002,Left_Hand,40,RH,SMA,-0.2240746
0002,Left_Hand,40,RH,insula,0.3225592
0002,Left_Hand,60,LH,Cereb_V_VI,0.5151508
0002,Left_Hand,60,LH,PMC,-1.031176
0002,Left_Hand,60,LH,SMA,-1.0604226
0002,Left_Hand,60,LH,insula,-0.3071942
0002,Left_Hand,60,RH,Cereb_V_VI,-0.5511598
0002,Left_Hand,60,RH,PMC,1.3982476
0002,Left_Hand,60,RH,SMA,0.4664222
0002,Left_Hand,60,RH,insula,0.0534698
0002,Right_Hand,40,LH,Cereb_V_VI,-0.075329
0002,Right_Hand,40,LH,PMC,2.547255
0002,Right_Hand,40,LH,SMA,0.251563
0002,Right_Hand,40,LH,insula,-0.1602628
0002,Right_Hand,40,RH,Cereb_V_VI,0.4191302
0002,Right_Hand,40,RH,PMC,-0.3827308
0002,Right_Hand,40,RH,SMA,0.0459272
0002,Right_Hand,40,RH,insula,0.1737456
0002,Right_Hand,60,LH,Cereb_V_VI,0.2902514
0002,Right_Hand,60,LH,PMC,2.6207254
0002,Right_Hand,60,LH,SMA,0.0871692
0002,Right_Hand,60,LH,insula,-0.1467554
0002,Right_Hand,60,RH,Cereb_V_VI,1.174725
0002,Right_Hand,60,RH,PMC,-0.6730506
0002,Right_Hand,60,RH,SMA,-0.0406474
0002,Right_Hand,60,RH,insula,-0.2162278
0003,Left_Hand,40,LH,Cereb_V_VI,-0.164036
0003,Left_Hand,40,LH,PMC,1.0032946
0003,Left_Hand,40,LH,SMA,0.6998838
0003,Left_Hand,40,LH,insula,1.1229856
0003,Left_Hand,40,RH,Cereb_V_VI,0.1879594
0003,Left_Hand,40,RH,PMC,4.0400852
0003,Left_Hand,40,RH,SMA,2.0941236
0003,Left_Hand,40,RH,insula,1.3733864
0003,Left_Hand,60,LH,Cereb_V_VI,0.9777134
0003,Left_Hand,60,LH,PMC,2.0105232
0003,Left_Hand,60,LH,SMA,1.5554924
0003,Left_Hand,60,LH,insula,1.2831688
0003,Left_Hand,60,RH,Cereb_V_VI,1.0127736
0003,Left_Hand,60,RH,PMC,5.2683198
0003,Left_Hand,60,RH,SMA,3.3462016
0003,Left_Hand,60,RH,insula,2.1218914
